Age,Revenu,Montant_Credit,Duree_Mois,Score_Credit,Nb_Credits_Prec,Ratio_Dette_Revenu,Statut_Emploi,Niveau_Education,Type_Propriete,Historique_Credit,Objet_Credit,Defaut_Paiement
46,60.02,18.94,46,612,3,93.56,Indépendant,Licence,Propriétaire,Bon,Immobilier,0
30,106.47,43.64,64,592,5,78.46,Retraité,Doctorat,Locataire,Bon,Automobile,1
63,24.73,36.52,50,368,9,65.28,CDI,Master,Propriétaire,Bon,Automobile,0
52,42.73,23.08,46,355,6,43.36,CDD,Master,Locataire,Bon,Automobile,1
78,66.49,8.43,43,503,5,11.21,CDI,Licence,Locataire,Acceptable,Consommation,0
23,147.58,37.97,24,719,10,70.97,CDD,Licence,Locataire,Bon,Consommation,1
35,120.96,32.76,19,849,0,99.27,CDI,Bac,Locataire,Mauvais,Professionnel,1
68,114.02,5.13,26,542,4,73.68,CDI,Licence,Propriétaire,Bon,Automobile,0
22,30.69,5.42,20,500,7,1.67,CDI,Master,Propriétaire,Excellent,Immobilier,0
64,120.43,41.4,8,773,7,49.63,CDD,Licence,Propriétaire,Acceptable,Immobilier,0
42,121.01,16.67,42,826,9,61.46,CDD,Licence,Propriétaire,Bon,Consommation,1
19,96.15,33.63,51,376,8,68.97,CDD,Bac,Propriétaire,Bon,Consommation,1
27,148.7,25.44,21,777,3,71.97,Chômeur,Bac,Locataire,Bon,Immobilier,0
73,58.91,43.85,19,739,9,55.81,Indépendant,Bac,Propriétaire,Excellent,Consommation,0
47,142.07,46.26,14,562,5,22.34,CDD,Licence,Propriétaire,Mauvais,Automobile,0
67,138.49,49.86,12,484,6,94.22,Retraité,Licence,Locataire,Bon,Immobilier,0
76,16.55,11.92,19,354,4,69.67,CDD,Licence,Locataire,Acceptable,Automobile,1
62,75.77,43.83,11,607,10,23.68,CDI,Licence,Propriétaire,Bon,Automobile,1
22,146.91,16.97,20,815,7,32.23,Retraité,Master,Propriétaire,Acceptable,Immobilier,0
72,28.92,31.59,57,598,2,92.19,CDI,Master,Propriétaire,Bon,Automobile,0
73,88.95,27.76,77,529,7,88.75,CDD,Master,Propriétaire,Bon,Consommation,1
50,147.16,5.81,39,676,4,40.51,CDI,Licence,Locataire,Mauvais,Automobile,1
71,89.99,46.97,6,585,0,3.83,CDD,Licence,Propriétaire,Bon,Immobilier,1
18,40.63,8.52,74,437,5,4.85,CDD,Master,Locataire,Acceptable,Professionnel,1
35,93.59,35.97,25,777,1,28.39,CDI,Bac,Autre,Excellent,Immobilier,0
49,42.6,40.33,12,306,6,62.91,CDD,Bac,Locataire,Bon,Immobilier,0
64,85.16,40.79,12,718,8,58.42,Indépendant,Licence,Propriétaire,Acceptable,Automobile,0
66,25.0,11.1,55,771,2,63.38,CDI,Licence,Locataire,Acceptable,Consommation,0
28,96.74,25.14,7,719,9,71.73,CDI,Bac,Locataire,Bon,Automobile,0
38,84.77,42.32,52,575,3,1.9,CDI,Master,Locataire,Mauvais,Consommation,1
43,114.92,18.62,19,389,3,10.51,Indépendant,Licence,Locataire,Bon,Professionnel,1
80,100.14,26.05,36,581,3,35.95,Indépendant,Licence,Locataire,Bon,Consommation,1
42,89.2,17.28,55,847,2,15.49,Chômeur,Licence,Locataire,Bon,Immobilier,1
39,108.12,25.86,66,470,4,7.53,CDI,Licence,Autre,Bon,Consommation,1
76,34.43,44.95,46,654,8,64.1,CDI,Bac,Locataire,Bon,Consommation,0
44,95.37,25.48,19,503,10,81.53,CDI,Bac,Locataire,Bon,Immobilier,1
66,38.23,30.02,10,588,7,75.26,CDI,Bac,Locataire,Mauvais,Immobilier,1
30,139.95,23.18,80,761,9,81.7,CDD,Master,Locataire,Excellent,Consommation,1
50,24.23,25.71,10,472,1,66.59,Retraité,Licence,Locataire,Excellent,Immobilier,1
51,73.1,5.68,69,600,8,73.53,CDI,Licence,Propriétaire,Excellent,Immobilier,0
58,108.93,17.77,34,828,9,27.18,Retraité,Licence,Locataire,Bon,Consommation,0
52,76.83,24.65,80,439,1,99.3,CDI,Licence,Locataire,Bon,Consommation,0
80,27.43,33.52,10,577,6,18.32,Chômeur,Licence,Locataire,Excellent,Immobilier,1
18,89.71,25.25,41,810,4,21.45,CDI,Bac,Locataire,Bon,Automobile,0
38,101.62,20.2,84,645,6,28.89,Chômeur,Master,Propriétaire,Bon,Automobile,0
65,110.01,22.46,24,439,4,97.53,CDI,Licence,Propriétaire,Acceptable,Consommation,0
72,65.39,15.9,69,413,5,98.83,Chômeur,Licence,Locataire,Mauvais,Professionnel,1
23,91.09,46.6,27,806,7,79.49,CDI,Licence,Locataire,Bon,Consommation,1
45,75.84,28.48,39,665,0,62.91,CDI,Master,Propriétaire,Excellent,Automobile,0
34,105.73,5.6,61,696,10,52.01,CDD,Licence,Locataire,Excellent,Professionnel,0
22,93.78,5.88,22,410,0,97.06,CDI,Bac,Locataire,Acceptable,Immobilier,1
48,85.98,48.78,81,657,4,69.56,CDD,Master,Locataire,Acceptable,Immobilier,0
22,48.69,14.97,61,537,0,94.47,Retraité,Licence,Locataire,Excellent,Automobile,0
55,15.27,41.25,22,302,2,31.66,CDD,Bac,Propriétaire,Bon,Automobile,0
20,38.5,7.62,79,703,9,33.38,Indépendant,Bac,Locataire,Acceptable,Immobilier,1
70,30.8,46.45,23,324,8,85.47,CDI,Master,Locataire,Bon,Immobilier,1
40,75.63,44.35,50,808,6,14.99,CDD,Master,Locataire,Bon,Consommation,1
54,97.65,30.7,83,764,5,94.59,CDD,Master,Locataire,Excellent,Consommation,1
70,43.77,5.4,61,360,7,50.75,Chômeur,Master,Propriétaire,Bon,Immobilier,1
54,141.77,16.6,55,807,7,92.64,CDI,Licence,Autre,Acceptable,Automobile,0
27,15.9,23.31,63,422,5,33.68,CDD,Licence,Locataire,Acceptable,Immobilier,1
27,119.26,25.7,23,796,3,71.6,CDI,Licence,Locataire,Acceptable,Consommation,1
36,99.4,18.4,12,354,3,48.29,CDI,Doctorat,Locataire,Bon,Automobile,0
34,65.43,6.48,81,462,3,62.68,CDI,Licence,Locataire,Acceptable,Professionnel,1
38,21.82,31.56,15,338,5,50.44,CDI,Doctorat,Locataire,Bon,Immobilier,0
31,99.71,28.59,74,382,0,96.71,CDI,Bac,Locataire,Excellent,Automobile,1
26,67.06,17.74,8,845,1,69.21,CDI,Master,Locataire,Acceptable,Immobilier,0
63,141.4,6.71,49,412,5,25.13,Indépendant,Licence,Propriétaire,Bon,Automobile,0
18,88.17,49.76,75,724,10,90.97,CDI,Master,Propriétaire,Bon,Consommation,1
68,141.85,26.69,19,529,0,29.4,Chômeur,Bac,Locataire,Mauvais,Professionnel,1
62,44.77,39.02,9,582,8,37.16,CDI,Bac,Locataire,Mauvais,Automobile,1
30,112.97,25.35,23,586,5,10.21,CDI,Bac,Propriétaire,Bon,Consommation,0
21,98.33,6.94,57,454,6,90.0,CDD,Licence,Locataire,Excellent,Immobilier,1
79,114.82,18.93,43,464,0,28.61,CDD,Licence,Locataire,Bon,Immobilier,0
18,43.98,19.4,25,481,7,25.89,CDD,Master,Locataire,Mauvais,Consommation,1
66,104.77,42.73,49,538,4,92.03,CDD,Licence,Propriétaire,Bon,Immobilier,1
57,82.24,34.44,56,638,4,80.55,CDI,Bac,Propriétaire,Mauvais,Immobilier,0
49,115.28,17.39,24,811,5,14.11,CDD,Bac,Locataire,Excellent,Automobile,0
51,59.15,48.55,73,565,6,76.93,CDD,Bac,Propriétaire,Bon,Automobile,0
45,135.16,19.47,71,486,6,91.3,CDI,Master,Locataire,Bon,Immobilier,0
48,26.38,49.92,18,339,4,7.85,Indépendant,Master,Locataire,Bon,Consommation,1
25,123.97,49.83,67,792,0,82.52,Indépendant,Doctorat,Locataire,Mauvais,Automobile,1
56,131.28,13.6,66,690,10,54.74,CDI,Licence,Locataire,Bon,Automobile,0
43,125.33,19.07,35,559,8,66.92,Indépendant,Bac,Propriétaire,Excellent,Immobilier,0
75,84.22,26.87,35,475,5,49.29,Chômeur,Bac,Propriétaire,Bon,Automobile,0
51,74.18,34.88,56,628,8,69.78,CDD,Licence,Locataire,Acceptable,Consommation,0
71,149.5,28.76,53,499,10,3.41,CDI,Doctorat,Locataire,Bon,Professionnel,0
71,45.94,48.62,38,495,3,76.27,Chômeur,Bac,Propriétaire,Acceptable,Professionnel,1
20,88.83,37.58,79,830,1,3.33,CDI,Bac,Propriétaire,Excellent,Automobile,0
76,105.54,14.54,24,361,2,45.53,CDI,Master,Propriétaire,Bon,Professionnel,0
67,109.62,9.73,76,626,3,15.1,CDI,Licence,Locataire,Excellent,Immobilier,0
29,42.54,35.98,62,580,9,82.36,Indépendant,Bac,Propriétaire,Excellent,Immobilier,0
18,103.29,12.13,24,526,7,31.37,Chômeur,Master,Propriétaire,Bon,Consommation,0
71,125.48,40.45,84,357,2,45.41,CDD,Bac,Locataire,Mauvais,Immobilier,1
61,21.75,19.0,46,776,7,42.88,Retraité,Master,Propriétaire,Excellent,Immobilier,0
22,138.06,19.71,47,675,5,77.25,CDI,Bac,Locataire,Excellent,Professionnel,1
47,18.98,5.49,57,542,3,48.11,CDI,Bac,Propriétaire,Bon,Consommation,0
47,63.06,36.55,9,666,6,78.9,CDD,Licence,Locataire,Bon,Immobilier,0
76,17.13,10.1,9,799,10,7.35,Retraité,Bac,Propriétaire,Acceptable,Consommation,1
74,25.41,39.78,10,551,4,19.16,CDD,Licence,Propriétaire,Acceptable,Consommation,1
34,138.01,27.13,46,621,4,55.15,CDI,Licence,Autre,Excellent,Professionnel,0
65,62.91,40.29,66,675,8,94.71,CDI,Licence,Propriétaire,Acceptable,Automobile,1
80,72.34,31.28,80,708,2,7.48,CDI,Licence,Locataire,Bon,Consommation,1
64,44.07,8.71,60,787,9,4.31,CDI,Licence,Propriétaire,Bon,Consommation,0
40,95.61,39.45,80,642,3,15.66,CDI,Bac,Propriétaire,Bon,Consommation,0
32,95.3,8.14,18,539,4,64.12,Chômeur,Doctorat,Locataire,Acceptable,Automobile,1
54,65.25,26.54,19,438,0,39.9,CDD,Master,Locataire,Bon,Automobile,0
38,59.96,12.76,65,421,6,82.56,CDD,Bac,Propriétaire,Excellent,Automobile,1
31,134.47,38.86,77,719,7,7.19,CDI,Licence,Locataire,Bon,Professionnel,0
19,66.74,46.02,30,603,5,19.64,CDI,Licence,Locataire,Bon,Immobilier,1
28,81.62,29.94,49,414,8,30.0,CDD,Bac,Propriétaire,Excellent,Immobilier,1
68,53.25,28.72,15,642,2,62.67,Chômeur,Licence,Locataire,Bon,Consommation,1
56,121.21,39.38,76,550,1,68.52,CDD,Licence,Propriétaire,Acceptable,Immobilier,1
55,68.66,5.23,55,306,4,12.42,Chômeur,Bac,Propriétaire,Bon,Automobile,1
77,84.34,46.3,49,478,8,94.38,Indépendant,Bac,Propriétaire,Bon,Immobilier,1
51,49.2,13.89,19,444,10,34.1,CDI,Master,Locataire,Acceptable,Automobile,1
55,148.33,49.29,20,715,0,71.32,CDI,Licence,Propriétaire,Acceptable,Professionnel,0
67,54.35,38.13,21,420,0,52.42,CDD,Bac,Locataire,Bon,Consommation,1
51,119.05,39.84,7,423,9,22.28,CDI,Master,Propriétaire,Bon,Immobilier,0
35,72.71,34.53,35,449,2,84.62,CDI,Master,Propriétaire,Acceptable,Professionnel,0
47,42.84,26.22,35,696,9,81.82,CDI,Bac,Locataire,Excellent,Immobilier,1
32,122.96,30.72,36,680,2,39.61,CDI,Master,Locataire,Bon,Automobile,0
44,60.04,7.09,82,300,4,58.86,Chômeur,Licence,Propriétaire,Excellent,Automobile,1
68,131.8,33.08,25,543,3,25.78,CDI,Licence,Propriétaire,Mauvais,Professionnel,1
80,138.56,33.17,54,697,5,68.99,CDI,Licence,Locataire,Excellent,Immobilier,1
51,131.08,45.1,40,550,7,30.9,CDD,Master,Propriétaire,Excellent,Consommation,1
69,19.73,27.75,28,598,7,84.41,CDD,Bac,Locataire,Bon,Automobile,1
74,121.3,8.47,66,596,10,21.74,CDD,Licence,Locataire,Acceptable,Immobilier,1
55,70.53,18.78,60,799,3,1.48,Chômeur,Licence,Locataire,Bon,Professionnel,1
50,132.95,34.5,72,414,0,26.85,Indépendant,Licence,Locataire,Acceptable,Automobile,1
41,101.12,15.77,13,300,6,19.11,CDD,Licence,Locataire,Acceptable,Consommation,1
32,127.54,17.62,45,781,5,50.83,CDI,Licence,Propriétaire,Bon,Immobilier,0
77,82.42,41.92,64,809,4,20.37,CDD,Bac,Propriétaire,Acceptable,Consommation,0
47,87.23,31.29,37,634,3,76.32,CDD,Licence,Propriétaire,Excellent,Consommation,0
72,34.49,27.88,12,764,5,24.14,Indépendant,Licence,Propriétaire,Mauvais,Automobile,1
59,120.84,19.33,7,440,7,70.7,Retraité,Master,Locataire,Acceptable,Automobile,0
68,71.62,37.89,11,436,5,57.85,CDD,Licence,Propriétaire,Mauvais,Professionnel,1
34,82.51,17.95,41,466,2,98.62,CDD,Licence,Locataire,Acceptable,Consommation,1
22,120.99,38.17,37,642,8,99.99,CDI,Doctorat,Locataire,Acceptable,Automobile,1
46,95.84,8.15,50,709,2,86.95,CDI,Bac,Locataire,Excellent,Consommation,1
21,42.15,43.9,47,364,3,76.0,CDI,Bac,Locataire,Bon,Consommation,1
27,94.68,27.48,58,366,4,38.65,CDI,Licence,Locataire,Bon,Immobilier,1
73,70.03,24.73,14,732,10,75.33,CDI,Bac,Propriétaire,Excellent,Automobile,0
34,78.39,32.5,80,349,1,95.67,CDI,Licence,Locataire,Acceptable,Professionnel,1
27,18.82,33.09,80,613,10,2.34,CDD,Bac,Propriétaire,Excellent,Professionnel,1
34,43.35,10.94,54,608,9,53.79,CDD,Bac,Locataire,Excellent,Consommation,1
77,52.94,39.03,7,414,10,21.8,CDD,Bac,Propriétaire,Acceptable,Immobilier,1
37,111.25,17.42,72,641,9,55.79,CDD,Licence,Propriétaire,Mauvais,Professionnel,1
41,16.55,45.72,16,829,1,46.64,CDI,Master,Propriétaire,Acceptable,Automobile,0
22,70.18,41.8,55,794,5,57.58,Retraité,Master,Locataire,Acceptable,Immobilier,1
51,139.74,20.58,40,568,1,55.1,CDI,Bac,Locataire,Bon,Consommation,1
23,30.1,41.35,20,379,9,96.01,Chômeur,Licence,Propriétaire,Acceptable,Consommation,1
70,84.72,21.04,80,755,0,55.22,CDI,Bac,Propriétaire,Bon,Immobilier,1
19,121.18,9.54,36,598,7,84.62,CDD,Licence,Propriétaire,Mauvais,Professionnel,1
30,142.24,48.28,67,501,9,31.98,CDI,Master,Propriétaire,Excellent,Professionnel,1
79,115.81,34.37,33,802,9,43.81,CDI,Licence,Locataire,Acceptable,Immobilier,1
60,112.28,25.52,30,784,0,47.04,CDI,Bac,Propriétaire,Bon,Professionnel,1
60,126.58,22.9,30,317,9,27.87,Indépendant,Licence,Locataire,Bon,Professionnel,0
65,75.24,19.61,80,777,5,37.98,CDI,Bac,Propriétaire,Acceptable,Immobilier,0
28,123.79,49.17,6,787,0,59.85,CDD,Licence,Locataire,Acceptable,Immobilier,0
68,16.08,11.06,64,745,7,58.02,CDI,Licence,Propriétaire,Acceptable,Automobile,0
64,139.82,19.17,74,639,4,63.64,CDI,Licence,Locataire,Excellent,Immobilier,0
74,74.85,26.85,79,830,2,35.18,Chômeur,Master,Locataire,Excellent,Consommation,0
40,89.71,26.51,47,415,4,31.58,Chômeur,Licence,Propriétaire,Excellent,Automobile,1
72,49.41,26.21,39,373,0,61.16,CDD,Master,Propriétaire,Excellent,Professionnel,1
33,115.24,12.91,71,568,0,13.29,CDI,Master,Propriétaire,Bon,Professionnel,1
48,25.35,11.52,23,415,3,25.3,CDI,Licence,Propriétaire,Acceptable,Immobilier,0
28,132.81,16.46,82,463,8,4.21,Retraité,Licence,Propriétaire,Bon,Automobile,0
71,126.8,46.15,10,521,8,7.26,CDI,Bac,Propriétaire,Acceptable,Automobile,1
33,44.17,10.09,25,425,0,24.34,Indépendant,Licence,Propriétaire,Bon,Automobile,0
25,124.26,39.08,71,475,2,1.95,CDI,Licence,Propriétaire,Bon,Automobile,0
21,121.16,39.09,80,674,3,24.54,Retraité,Bac,Propriétaire,Excellent,Immobilier,0
57,100.35,41.44,67,797,1,65.5,CDI,Licence,Propriétaire,Acceptable,Immobilier,1
21,65.43,44.9,37,384,6,6.11,CDI,Master,Propriétaire,Acceptable,Immobilier,1
73,51.65,16.84,63,682,2,43.67,CDD,Doctorat,Locataire,Bon,Professionnel,1
42,46.29,15.11,55,762,0,91.31,Retraité,Licence,Locataire,Bon,Immobilier,1
20,58.01,25.95,43,750,0,79.13,Retraité,Licence,Locataire,Excellent,Immobilier,1
49,136.98,16.93,60,817,2,30.54,Indépendant,Master,Propriétaire,Acceptable,Automobile,1
20,25.48,38.04,33,849,5,92.48,Indépendant,Licence,Propriétaire,Acceptable,Immobilier,1
44,126.9,33.62,79,415,3,32.96,CDD,Bac,Propriétaire,Bon,Immobilier,1
46,62.1,44.37,27,307,0,7.25,Indépendant,Bac,Locataire,Excellent,Automobile,1
49,85.42,8.72,48,517,6,99.41,Chômeur,Master,Locataire,Excellent,Automobile,0
67,122.26,46.18,41,703,1,87.0,CDD,Bac,Propriétaire,Excellent,Immobilier,1
78,134.39,18.2,57,603,4,46.59,CDD,Licence,Locataire,Excellent,Automobile,1
75,61.55,27.08,41,766,7,66.64,CDD,Licence,Locataire,Excellent,Automobile,0
68,77.35,24.74,33,387,6,67.12,CDD,Master,Autre,Excellent,Automobile,0
36,70.96,39.21,83,309,10,19.45,Chômeur,Master,Propriétaire,Bon,Consommation,1
38,16.79,23.91,63,607,7,20.0,CDI,Licence,Propriétaire,Bon,Immobilier,0
22,54.95,47.46,41,733,9,46.96,CDI,Master,Propriétaire,Bon,Automobile,1
35,76.99,45.61,75,463,10,91.16,CDD,Bac,Propriétaire,Bon,Consommation,1
45,70.5,44.25,14,538,5,1.0,CDI,Bac,Locataire,Acceptable,Professionnel,1
59,112.46,8.21,26,616,6,78.25,CDD,Master,Propriétaire,Bon,Consommation,0
78,66.95,43.44,69,634,8,5.75,Chômeur,Licence,Locataire,Bon,Automobile,1
39,81.07,40.17,81,317,5,47.82,CDD,Bac,Propriétaire,Acceptable,Automobile,1
38,73.0,9.66,66,370,8,63.79,Chômeur,Licence,Propriétaire,Mauvais,Automobile,1
23,114.98,9.83,45,474,1,68.68,CDI,Master,Propriétaire,Bon,Consommation,1
18,131.5,9.55,61,638,1,5.85,Chômeur,Master,Propriétaire,Excellent,Consommation,0
22,86.81,5.51,9,547,1,41.86,CDD,Master,Locataire,Acceptable,Immobilier,1
58,121.57,29.69,36,492,5,58.38,CDI,Licence,Autre,Mauvais,Immobilier,1
29,55.07,48.8,32,718,1,6.6,CDD,Master,Locataire,Excellent,Automobile,1
43,88.08,24.74,63,624,2,13.51,Retraité,Licence,Locataire,Excellent,Immobilier,1
63,61.61,29.33,30,605,7,66.36,CDI,Licence,Propriétaire,Acceptable,Professionnel,0
51,70.92,48.56,74,503,7,52.16,CDD,Master,Locataire,Bon,Immobilier,1
66,113.88,16.48,75,422,10,16.18,Chômeur,Licence,Propriétaire,Mauvais,Immobilier,1
31,134.02,43.63,10,746,3,53.52,CDI,Bac,Locataire,Excellent,Consommation,1
43,31.4,29.59,13,790,8,91.27,CDD,Licence,Locataire,Acceptable,Immobilier,1
62,100.68,30.63,14,732,7,1.56,CDD,Licence,Propriétaire,Excellent,Immobilier,0
44,93.59,20.44,20,427,0,64.26,CDI,Bac,Propriétaire,Bon,Automobile,1
26,30.99,30.27,12,847,7,7.37,CDD,Bac,Autre,Mauvais,Automobile,1
43,43.61,8.29,77,346,0,0.64,CDI,Bac,Propriétaire,Excellent,Immobilier,0
74,56.99,39.41,20,804,3,15.07,Indépendant,Bac,Propriétaire,Excellent,Automobile,1
64,37.54,17.81,42,414,9,42.29,CDI,Master,Propriétaire,Acceptable,Immobilier,0
74,47.9,44.94,44,715,5,80.23,CDI,Bac,Locataire,Excellent,Automobile,1
39,51.13,21.55,11,522,6,28.18,CDD,Bac,Propriétaire,Excellent,Automobile,0
64,60.32,11.43,62,802,9,62.57,CDI,Licence,Locataire,Bon,Consommation,0
73,116.17,36.31,24,395,3,41.12,CDI,Master,Locataire,Bon,Automobile,0
47,92.21,12.41,68,406,7,23.43,Indépendant,Bac,Locataire,Acceptable,Automobile,1
60,148.14,38.92,36,331,7,51.42,Chômeur,Bac,Propriétaire,Acceptable,Automobile,1
80,70.99,48.57,80,792,8,79.75,Chômeur,Master,Locataire,Bon,Immobilier,0
65,116.77,40.08,84,365,5,83.25,CDD,Licence,Propriétaire,Bon,Immobilier,0
78,132.65,6.01,15,478,3,84.65,Chômeur,Master,Locataire,Bon,Consommation,1
34,106.66,31.99,72,742,1,33.86,Chômeur,Bac,Locataire,Acceptable,Immobilier,1
43,70.6,36.29,67,848,6,79.35,CDI,Bac,Locataire,Acceptable,Consommation,1
53,116.74,42.15,8,500,9,21.22,CDI,Bac,Locataire,Mauvais,Immobilier,1
18,42.5,7.52,23,348,2,73.84,CDI,Bac,Locataire,Mauvais,Consommation,1
25,59.22,26.6,30,562,10,94.84,CDD,Master,Propriétaire,Bon,Professionnel,0
66,88.8,29.09,25,432,2,1.37,Chômeur,Doctorat,Locataire,Bon,Automobile,0
52,92.68,12.61,63,643,2,44.04,CDD,Doctorat,Propriétaire,Bon,Automobile,0
78,17.99,19.51,55,475,3,64.78,CDD,Master,Propriétaire,Excellent,Automobile,1
69,142.59,24.81,84,690,1,70.18,CDI,Master,Propriétaire,Excellent,Consommation,1
32,109.04,42.49,15,310,4,17.61,CDI,Licence,Locataire,Acceptable,Immobilier,1
64,81.92,46.82,26,500,2,97.22,CDD,Master,Propriétaire,Bon,Consommation,1
80,140.97,33.28,34,302,9,61.53,Retraité,Bac,Locataire,Bon,Consommation,0
73,74.28,22.77,15,513,4,16.43,CDI,Licence,Locataire,Bon,Automobile,0
39,147.36,16.43,18,606,6,2.05,Chômeur,Licence,Locataire,Acceptable,Immobilier,1
31,84.16,49.2,52,843,8,78.33,CDI,Master,Locataire,Excellent,Immobilier,1
43,30.43,49.24,28,626,1,7.97,CDD,Licence,Propriétaire,Bon,Consommation,1
45,118.25,46.62,55,498,8,14.11,CDD,Master,Locataire,Bon,Immobilier,1
40,106.65,40.36,9,408,9,57.48,Chômeur,Licence,Locataire,Acceptable,Automobile,1
31,119.35,19.66,72,590,5,60.35,CDI,Master,Locataire,Bon,Immobilier,0
41,143.44,41.77,58,407,5,68.69,CDI,Doctorat,Propriétaire,Mauvais,Immobilier,0
19,119.83,23.4,7,707,10,39.35,CDI,Bac,Propriétaire,Bon,Automobile,1
62,97.53,19.7,73,351,2,77.39,Chômeur,Master,Locataire,Mauvais,Consommation,1
43,130.74,38.52,70,411,9,97.44,CDI,Licence,Propriétaire,Acceptable,Automobile,0
31,105.89,8.58,84,594,8,27.11,CDI,Licence,Propriétaire,Bon,Consommation,0
76,70.1,7.19,62,488,3,70.3,CDD,Master,Propriétaire,Bon,Automobile,1
73,134.56,25.16,75,364,4,92.85,CDD,Licence,Propriétaire,Bon,Consommation,0
68,44.96,25.05,12,764,2,68.63,Indépendant,Licence,Propriétaire,Acceptable,Automobile,1
24,111.48,45.3,24,557,4,68.11,Chômeur,Licence,Locataire,Bon,Professionnel,1
20,134.01,10.68,49,630,7,22.38,CDD,Bac,Locataire,Bon,Automobile,1
64,113.73,10.55,68,800,7,53.51,Chômeur,Licence,Propriétaire,Bon,Automobile,1
40,109.13,11.64,70,509,7,56.25,Indépendant,Bac,Propriétaire,Acceptable,Automobile,1
63,116.61,6.34,44,388,5,70.01,CDI,Master,Locataire,Excellent,Immobilier,0
60,77.78,8.23,31,327,0,99.68,Chômeur,Bac,Propriétaire,Excellent,Immobilier,1
64,133.01,34.69,49,537,10,3.36,CDD,Licence,Locataire,Excellent,Immobilier,1
77,42.46,24.42,17,635,9,6.52,CDI,Master,Propriétaire,Excellent,Consommation,0
62,32.2,39.36,27,362,5,7.8,CDD,Master,Propriétaire,Bon,Immobilier,0
35,53.54,49.67,82,799,10,74.3,CDI,Master,Locataire,Acceptable,Automobile,0
75,86.76,34.66,19,840,9,13.64,CDI,Licence,Locataire,Bon,Professionnel,0
55,83.93,7.27,35,768,6,62.25,Indépendant,Bac,Locataire,Excellent,Automobile,1
52,125.78,9.71,49,350,8,32.47,Indépendant,Licence,Propriétaire,Bon,Immobilier,0
68,69.62,44.65,43,411,7,45.73,Indépendant,Bac,Propriétaire,Mauvais,Consommation,1
32,80.39,28.74,64,600,10,21.57,CDI,Master,Locataire,Bon,Immobilier,1
42,16.8,42.12,47,389,7,86.61,Retraité,Licence,Locataire,Mauvais,Automobile,1
72,70.31,43.55,57,528,6,58.62,CDI,Licence,Propriétaire,Excellent,Automobile,0
54,102.45,46.75,68,449,1,94.46,CDI,Licence,Locataire,Excellent,Immobilier,1
45,17.09,47.74,66,437,0,57.46,CDI,Licence,Locataire,Acceptable,Immobilier,1
27,52.92,29.97,39,434,1,12.39,CDI,Licence,Locataire,Bon,Immobilier,1
56,43.07,20.35,44,756,5,17.09,CDI,Master,Propriétaire,Acceptable,Immobilier,1
74,20.67,48.28,46,793,1,98.91,CDD,Bac,Locataire,Acceptable,Immobilier,1
34,79.7,29.63,42,826,9,72.56,Chômeur,Licence,Propriétaire,Bon,Professionnel,0
56,39.53,7.89,70,632,3,4.93,Retraité,Bac,Locataire,Acceptable,Automobile,1
39,115.32,33.92,84,661,9,70.38,Indépendant,Bac,Propriétaire,Bon,Consommation,1
43,129.47,31.45,37,473,2,41.22,CDD,Licence,Locataire,Acceptable,Automobile,1
79,88.65,45.31,13,512,5,30.72,Indépendant,Bac,Propriétaire,Bon,Consommation,1
61,147.53,34.39,23,642,7,15.41,Indépendant,Bac,Propriétaire,Excellent,Immobilier,1
42,75.81,20.71,50,360,10,83.99,CDD,Master,Propriétaire,Bon,Immobilier,0
34,84.3,48.48,38,360,5,6.38,Indépendant,Licence,Propriétaire,Mauvais,Automobile,1
30,148.54,41.07,10,823,1,28.98,CDD,Bac,Propriétaire,Excellent,Consommation,1
37,46.26,33.37,79,515,4,30.64,CDI,Bac,Propriétaire,Excellent,Immobilier,0
42,142.24,18.18,41,722,10,16.09,CDD,Bac,Autre,Bon,Automobile,1
21,20.78,21.81,28,722,5,50.82,CDD,Licence,Locataire,Acceptable,Immobilier,1
27,75.26,35.15,45,670,8,1.17,Indépendant,Licence,Locataire,Bon,Automobile,1
20,24.45,8.24,10,505,5,30.1,CDI,Licence,Propriétaire,Excellent,Automobile,0
58,113.45,16.55,39,585,9,93.36,CDD,Bac,Propriétaire,Bon,Consommation,1
62,97.14,37.13,29,404,4,31.05,Chômeur,Licence,Propriétaire,Excellent,Immobilier,1
35,110.4,26.6,22,842,0,36.05,Retraité,Licence,Locataire,Excellent,Immobilier,0
64,65.55,23.11,76,541,9,47.32,CDI,Licence,Propriétaire,Bon,Automobile,0
53,64.88,11.82,27,790,4,56.17,CDI,Master,Locataire,Bon,Professionnel,1
64,21.12,24.88,20,797,4,80.87,CDD,Licence,Propriétaire,Bon,Automobile,0
39,62.24,39.68,20,734,5,19.03,CDI,Bac,Autre,Excellent,Automobile,0
51,140.45,16.88,30,783,6,87.17,CDI,Master,Propriétaire,Bon,Automobile,1
64,66.2,5.24,58,746,3,75.75,CDI,Bac,Propriétaire,Acceptable,Immobilier,0
25,127.23,35.08,26,683,6,72.27,Indépendant,Bac,Locataire,Bon,Consommation,1
57,128.71,48.77,71,809,4,8.68,Indépendant,Master,Autre,Bon,Immobilier,0
66,65.39,32.31,37,469,5,2.16,CDD,Licence,Locataire,Excellent,Consommation,1
61,100.32,10.4,26,622,3,59.4,CDD,Master,Propriétaire,Excellent,Automobile,0
